89    -14.319317   176.060606   {174, 614, 739, 1013, 1253, 2023}
90     26.446697   184.215603   {311, 518, 1504, 1629, 2150, 2440}
91    -22.440358   184.094089   {244, 1050, 1616, 2151, 2200, 2442}
92    -60.426734    38.563220   {834, 1499, 1532, 1647, 1718, 1787}
93    -62.222004   354.916012   {304, 494, 1053, 2109, 2260, 2352}
94     56.182262   251.940733   {227, 591, 592, 1100, 2136, 2475}
95     29.059145    64.036824   {724, 922, 1895, 2166, 2213, 2303}
96     55.939519   322.254512   {271, 725, 1642, 2147, 2266, 2492}
97     33.692819    70.794032   {1808, 1811, 1895, 1962, 2213, 2395}
98     20.050501    28.127832   {284, 601, 1266, 1542, 1571, 1691}
99    -22.751210   306.874255   {484, 975, 1525, 1680, 1720, 2188}
100   -56.182262   251.940733   {711, 1226, 1871, 2134, 2222, 2479}
101   -33.533063   216.552741   {605, 1105, 1421, 1782, 2408, 2447}
102   -63.740652   252.675636   { 50, 276, 2134, 2369, 2479, 2556}
103   -15.450437   270.000000   {1036, 1196, 1372, 1760, 2226, 2330}
104   -21.470819    61.294451   {214, 497, 1035, 1150, 1772, 2082}
105    26.356651   319.265892   {430, 448, 584, 2028, 2446, 2455}
106    11.433311   152.389486   {831, 1319, 1464, 1815, 1839, 2265}
107   -57.555496   315.647596   {684, 756, 971, 1400, 1675, 1801}
108   -26.446697     4.215603   {576, 810, 1238, 1267, 1741, 1810}
109     8.716698     7.747836   {233, 510, 1600, 1726, 2152, 2219}
110   -35.587951   318.331203   {331, 433, 1575, 1854, 1870, 2485}
111   -17.217787   312.670862   {484, 570, 790, 1680, 1826, 2397}
112   -66.383039   228.762279   {532, 593, 603, 1667, 2212, 2227}
113   -59.982318    66.932141   {334, 950, 1182, 1812, 2336, 2364}
114     3.783604   247.507944   {127, 878, 1014, 1721, 2006, 2259}
115     7.538963   299.252922   { 72, 752, 802, 1620, 1817, 2469}
116   -81.000000   328.282526   {239, 989, 1573, 1683, 1972, 2443}
117   -51.279291   187.453301   {425, 547, 1665, 1929, 2102, 2168}
118   -11.377621   215.157696   { 35, 1042, 1086, 1434, 1939, 2182}
119    49.345531    21.340566   {1287, 1316, 1437, 1661, 2072, 2204}
120   -57.555496   135.647596   { 66, 165, 263, 501, 1133, 2484}
121   -49.345531    21.340566   {189, 476, 1438, 1521, 1588, 2208}
122   -24.556949   151.990897   { 25, 839, 1379, 1888, 2131, 2198}
123    -8.716698     7.747836   {133, 414, 909, 1016, 1896, 2252}
124    19.553783   316.092790   {1344, 1673, 1837, 2091, 2446, 2455}
125    53.419075   135.784352   { 56, 177, 659, 665, 1286, 1658}
126    30.417556     4.373229   {358, 382, 415, 506, 643, 1538}
127     3.786707   251.489968   {114, 320, 1472, 1721, 1861, 2006}
128   -48.135654   259.541412   {183, 225, 1299, 1705, 1871, 2020}
129   -38.925755    52.747960   {468, 720, 1131, 1210, 1850, 2325}
130    -3.786707   288.510032   {450, 610, 1065, 1201, 1754, 2051}
131   -26.632068   125.768621   {467, 1193, 1632, 1663, 2306, 2326}
132    11.453962   277.193655   {500, 624, 782, 814, 1115, 1832}
133   -11.056681    11.659119   {123, 693, 1896, 2252, 2338, 2533}
134   -16.279268   124.602317   { 30, 1314, 1378, 1711, 1774, 2472}
135    33.032114   160.466113   {352, 800, 876, 900, 1111, 2124}
136    33.032114   340.466113   {539, 755, 1118, 1465, 1586, 2509}
137    64.935548   219.703710   {300, 898, 1487, 1508, 1834, 2249}
138    44.612618    65.429544   {285, 730, 1154, 1690, 2307, 2439}
139    -3.773760   116.508644   {1011, 1179, 1555, 1655, 1975, 2462}
140   -78.195671    11.633283   {354, 504, 1972, 2299, 2316, 2443}
141    34.350518   128.449177   {1194, 1892, 2154, 2190, 2322, 2378}
142   -40.284076   222.296868   {1021, 1105, 1164, 1408, 1782, 2412}
143    27.000000   328.282526   {324, 448, 584, 1008, 2164, 2363}
144    63.688955   296.303401   {193, 585, 1735, 2003, 2404, 2520}
145    67.321374   120.966664   {349, 590, 1068, 1362, 1701, 1806}
146    73.984726    44.037020   {155, 503, 944, 1040, 1095, 1737}
147    13.723033    58.733084   {150, 808, 844, 1106, 1341, 1930}
148   -63.243352   278.406437   {509, 514, 763, 836, 1109, 1874}
149   -26.389040   252.142698   {195, 1041, 1933, 1961, 1978, 2013}
150    12.299559    54.220214   {147, 743, 808, 1618, 1843, 1930}
151    28.975897   171.374608   {351, 456, 608, 707, 1917, 2015}
152    19.305592   167.865521   {418, 712, 1207, 1476, 1919, 2370}
153   -11.483990   285.479496   { 58, 232, 450, 777, 1268, 1396}
154   -27.017448   282.856509   {762, 987, 1587, 1798, 1835, 2302}
155    75.103681    58.898207   {146, 793, 1040, 1095, 1728, 2133}
156    47.308151   217.659817   {  6, 527, 596, 759, 1456, 1534}
157   -54.709415    50.686120   {694, 1247, 1478, 1499, 1704, 2141}
158   -11.377621    35.157696   {167, 1087, 1274, 1405, 2075, 2244}
159    61.563393   165.434370   {317, 529, 663, 966, 1147, 1467}
160    19.410982    82.518793   {314, 612, 783, 1213, 1750, 2137}
161    38.333632   275.937459   {262, 422, 477, 677, 773, 2155}
162    24.097206   237.814672   {323, 434, 1120, 1506, 2229, 2281}
163   -22.700006   109.480889   {213, 799, 951, 1144, 1265, 2454}
164    63.688955   243.696599   {932, 1209, 1382, 1560, 2136, 2250}
165   -53.419075   135.784352   {120, 263, 1133, 1553, 1601, 2025}
166    27.000000   211.717474   {437, 522, 1070, 1502, 1535, 1537}
167   -15.884956    35.223327   {158, 1274, 1564, 1905, 2075, 2093}
168   -44.189761   239.715941   {369, 628, 1077, 1121, 1756, 2535}
169    33.598640   207.664852   {400, 437, 1535, 1938, 2245, 2376}
170    -2.331267   221.917151   {302, 534, 1324, 1641, 2063, 2498}
171    -2.329263   131.409039   {181, 851, 1027, 2210, 2390, 2414}
172    -3.964684     0.000000   { 45, 754, 1016, 1338, 1374, 2451}
173    44.189761   120.284059   {439, 660, 738, 976, 1358, 1901}
174   -15.858737   180.000000   { 89, 244, 1013, 1043, 1253, 2200}
175   -19.964329   324.000679   {616, 848, 1004, 1370, 1937, 2055}
176   -21.624264   343.587783   { 86, 825, 1153, 1161, 1391, 2546}
177    57.555496   135.647596   {125, 493, 659, 1122, 1658, 2184}
178     9.184430   141.431587   {449, 682, 1034, 1310, 1730, 1965}
179    15.312457    71.799259   {965, 1071, 1140, 2096, 2261, 2356}
180   -44.612618   114.570456   {186, 357, 981, 1607, 2243, 2280}
181    -6.958135   131.387733   {171, 805, 1355, 1914, 2210, 2390}
182    -4.500000   148.282526   {480, 1097, 1501, 1797, 2377, 2558}
183   -48.537311   266.480936   {128, 623, 919, 1299, 1705, 1927}
184   -54.308437   168.222994   {740, 821, 1448, 1918, 2181, 2297}
185   -18.957307   248.981930   {208, 768, 1041, 2036, 2488, 2517}
186   -40.805799   116.242444   {180, 982, 1607, 1621, 2144, 2280}
187     2.367103   160.462398   { 71, 307, 321, 627, 835, 1554}
188    44.786838    43.129485   { 22, 530, 880, 1823, 2192, 2379}
189   -46.715520    16.901714   {121, 1224, 1495, 1521, 2149, 2208}
190   -12.299559   305.779786   {396, 416, 570, 1177, 1312, 1605}
191     7.618119   287.008360   { 73, 495, 511, 1577, 1959, 2115}
192    71.409592   245.427815   { 17, 866, 932, 1359, 1436, 2250}
193    67.321374   300.966664   { 14, 144, 585, 639, 1321, 1735}
194   -63.243352    98.406437   {374, 563, 934, 961, 1151, 1727}
195   -22.717474   255.004053   {149, 741, 1041, 1961, 2429, 2488}
196    50.519457   194.538843   {  3, 259, 496, 544, 574, 1445}
197    15.162077   191.904121   { 54, 299, 1496, 1960, 2153, 2347}
198   -53.273930   340.737540   {795, 1208, 1461, 1584, 1995, 2230}
199    66.211894    90.000000   {882, 1315, 1334, 1739, 1902, 2449}
200     6.337509   356.151439   {1029, 1485, 1515, 1660, 1864, 1898}
201   -57.555496   224.352404   {867, 1365, 1715, 1757, 2227, 2466}
202   -69.249229   200.279256   {542, 548, 794, 1363, 1526, 2355}
203     7.053740   199.565026   {306, 398, 640, 858, 946, 1306}
204    27.000000   148.282526   {583, 978, 1113, 1709, 2328, 2426}
205    64.935548    39.703710   {288, 940, 968, 1275, 1395, 1737}
206   -58.282526   180.000000   {740, 821, 1278, 1454, 1665, 1924}
207   -71.119906   101.776449   {322, 896, 1202, 1727, 1970, 2501}
208   -18.815675   244.638823   {185, 656, 811, 1980, 2036, 2517}
209    44.476903   173.516264   {813, 1160, 1188, 1631, 2039, 2343}
210    49.500000    31.717474   {363, 530, 1287, 1661, 2263, 2505}
211    26.389040    72.142698   {724, 1522, 1743, 1808, 1895, 2382}
212   -33.535497    65.819119   {  2, 237, 469, 930, 1912, 2197}
213   -26.389040   107.857302   {163, 827, 916, 951, 1144, 2548}
214   -18.815675    64.638823   {104, 842, 1240, 1772, 2082, 2114}
215     2.364029     3.830104   {233, 1029, 1374, 1726, 2300, 2451}
216    20.252196   123.376058   {1206, 2030, 2128, 2236, 2241, 2544}
217    31.608379    95.285923   {526, 726, 881, 1064, 1167, 2551}
218     6.113250   123.711764   {817, 962, 1288, 1546, 1650, 1872}
219   -34.829777   261.658869   {1262, 1433, 1468, 1585, 1818, 2526}
220   -31.282526    79.452755   {906, 1061, 1318, 1976, 2185, 2371}
221   -41.874591   266.868438   {533, 599, 919, 1299, 1468, 1634}
222    -6.337509   176.151439   {260, 614, 1007, 1098, 1284, 2078}
223   -42.758764   152.880538   {325, 520, 862, 1258, 1307, 2275}
224    19.553783    43.907210   { 87, 368, 466, 1527, 2385, 2464}
225   -44.591422   256.964707   {128, 602, 1299, 1634, 1773, 2020}
226    11.327234   246.093571   {878, 1155, 1156, 1721, 1880, 1982}
227    52.433780   249.549240   { 94, 287, 591, 592, 804, 2340}
228    11.327234    66.093571   {270, 531, 844, 1071, 1341, 2096}
229    36.505171   349.432426   {373, 924, 1263, 1586, 1889, 2247}
230    -7.673246    90.000000   {362, 412, 716, 829, 941, 1037}
231   -70.809798   127.278661   {452, 896, 1183, 1428, 2024, 2108}
232    -7.630989   282.831456   { 58, 153, 450, 610, 1367, 2251}
233     4.717474     7.673246   {109, 215, 335, 1600, 1726, 2300}
234   -11.433311   332.389486   {717, 1172, 1940, 1943, 2140, 2487}
235    18.468159   356.007363   {594, 662, 830, 1012, 1651, 1674}
236     7.657807    81.204244   { 11, 252, 644, 1055, 1866, 1993}
237   -36.977471    62.267699   {212, 720, 930, 1210, 1519, 1912}
238    85.500000   328.282526   {258, 394, 1145, 1345, 2061, 2453}
239   -85.500000   328.282526   {116, 989, 1028, 1590, 2062, 2443}
240    43.487078    54.110245   {516, 730, 879, 880, 2192, 2540}
241    -4.674852   195.450437   { 48, 444, 854, 939, 2044, 2238}
242   -52.195993   297.214250   {843, 1046, 1597, 1637, 2248, 2480}
243    33.598640   152.335148   {800, 876, 972, 1113, 1255, 1709}
244   -19.823422   180.000000   { 91, 174, 1013, 1616, 1685, 2200}
245    38.256688    27.418277   {313, 887, 1136, 1279, 2434, 2561}
246    26.286932   112.481955   {435, 487, 874, 1388, 2143, 2224}
247    42.037126   311.945070   {598, 1062, 1450, 1596, 1869, 2160}
248   -38.256688    27.418277   {405, 886, 1045, 2059, 2329, 2461}
249    23.638712   270.000000   {699, 1536, 1706, 2157, 2159, 2497}
250   -51.279291     7.453301   {1301, 1375, 1479, 1862, 2149, 2208}
251    18.792456   308.065300   {926, 1108, 1418, 1673, 1837, 2202}
252     3.818978    79.630496   { 11, 236, 277, 644, 698, 1776}
253    44.591422    76.964707   {634, 860, 1082, 1413, 1925, 2439}
254    67.500000   148.282526   {631, 861, 1147, 1477, 1968, 2474}
255    27.404311   347.244422   { 60, 373, 539, 675, 1142, 1248}
256    30.278887    15.944335   {474, 993, 1005, 1246, 1510, 1920}
257   -24.983903   351.642480   {342, 343, 673, 1153, 1190, 1666}
258    81.000000   328.282526   {238, 838, 1145, 1345, 1572, 1921}
259    51.279291   187.453301   {196, 269, 574, 1445, 1997, 2146}
260    -4.717474   172.326754   {222, 998, 1007, 1284, 1725, 2035}
261   -64.935548   320.296290   {455, 684, 708, 911, 1400, 2254}
262    41.874591   273.131562   {161, 773, 1717, 1748, 2155, 2471}
263   -54.709415   129.313880   { 66, 120, 165, 937, 1553, 1985}
264    36.977471    62.267699   {285, 516, 922, 1988, 2213, 2395}
265   -31.608379   275.285923   {907, 987, 1152, 1290, 1606, 1835}
266     3.773760    63.491356   { 63, 531, 697, 1646, 1695, 1775}
267    34.829777    81.658869   {824, 1280, 1293, 1885, 1962, 2099}
268    15.312457   108.200741   {637, 1149, 1398, 1569, 2334, 2528}
269    48.030057   183.487247   {259, 574, 1631, 2039, 2146, 2456}
270     7.565260    68.815376   {228, 531, 1775, 2096, 2112, 2438}
271    53.419075   315.784352   { 96, 725, 935, 1221, 2071, 2492}
272   -35.710600   336.625627   { 57, 1552, 1692, 2014, 2233, 2407}
273   -82.589536    58.854013   { 19, 702, 952, 2062, 2125, 2299}
274    22.557706    66.039393   {404, 724, 1522, 1856, 2166, 2356}
275     0.000000    58.282526   { 63, 697, 791, 2417, 2532,  -1}
276   -63.688955   243.696599   {102, 532, 1200, 2212, 2369, 2479}
277     0.000000    78.105947   {252, 379, 698, 1776, 1809, 2530}
278    23.918316   200.660117   {403, 556, 970, 1844, 2500, 2553}
279    11.894053   180.000000   {419, 1026, 1539, 2145, 2283, 2495}
280     0.000000   238.282526   {905, 1126, 2060, 2282, 2375,  -1}
281    58.282526    90.000000   {549, 1069, 1074, 1334, 1541,  -1}
282     3.826839   272.369315   {1259, 1303, 1697, 1832, 1852, 2398}
283   -18.000000   211.717474   { 35, 849, 953, 1158, 1939, 2113}
284    18.000000    31.717474   { 98, 601, 1031, 1266, 1640, 2499}
285    40.805799    63.757556   {138, 264, 516, 730, 2307, 2395}
286    50.585727    49.980523   {879, 1103, 1376, 1789, 1823, 2192}
287    48.541466   247.330039   {227, 804, 852, 2340, 2459, 2483}
288    61.986498    46.237513   {205, 940, 973, 1275, 1360, 1414}
289   -25.285865   297.363633   {801, 1039, 1459, 1731, 2111, 2188}
290    15.701587    19.789330   {347, 1308, 1354, 1558, 1691, 2539}
291    78.195671   168.366717   {  9, 461, 960, 1214, 1484, 2162}
292   -82.070631   270.000000   {326, 621, 989, 1028, 2016, 2308}
293   -17.217787   132.670862   { 33, 632, 1378, 2331, 2433, 2472}
294   -71.409592   294.572185   {645, 1163, 1475, 1766, 1860, 2298}
295   -40.995952   285.313495   {774, 826, 1080, 2175, 2267, 2295}
296   -11.497853   317.976148   {636, 748, 790, 1435, 1482, 2397}
297    -9.243003    45.339297   {638, 819, 1276, 1325, 1936, 2074}
298    13.441661   344.241046   { 53, 615, 641, 1343, 1785, 1829}
299    16.853732   187.962187   { 54, 197, 979, 1049, 1960, 2283}
300    63.000000   211.717474   {137, 618, 1096, 1364, 1487, 1508}
301   -13.808465    23.433271   {749, 969, 1745, 1873, 1908, 2458}
302     0.000000   218.483669   {170, 534, 1648, 1687, 2017, 2498}
303    -7.570653   295.218896   {513, 538, 1065, 2051, 2467, 2522}
304   -57.997885   351.486071   { 93, 494, 795, 1053, 2230, 2493}
305   -37.998585   174.093925   {1018, 1326, 1463, 1696, 1792, 2549}
306     4.722138   203.638712   {203, 398, 1022, 1212, 1306, 1944}
307     4.722138   156.361288   { 71, 187, 835, 949, 1464, 1815}
308   -14.784226    50.813705   {492, 704, 1470, 1936, 2074, 2366}
309   -35.782908   123.179165   {766, 770, 982, 1402, 1621, 1632}
310   -42.763733    37.208329   {828, 1955, 2084, 2461, 2537, 2559}
311    23.788106   180.000000   { 90, 518, 1173, 2015, 2150, 2513}
312     0.000000   262.070631   { 75, 535, 611, 1793, 2217, 2239}
313    35.710600    23.374373   {245, 887, 1005, 1392, 2403, 2561}
314    15.397761    85.150692   {160, 783, 1055, 1213, 2085, 2536}
315    -7.570653   244.781104   { 79, 407, 540, 927, 1239, 2450}
316    51.786853   153.738444   {688, 853, 1269, 1549, 1700, 1877}
317    62.222004   174.916012   {159, 318, 529, 977, 1467, 1654}
318    62.222004   185.083988   {317, 346, 648, 977, 1556, 1654}
319    33.692819   250.794032   {356, 915, 1076, 1681, 2052, 2525}
320     0.000000   254.141263   {127, 517, 1366, 1793, 1861, 2006}
321     4.674852   164.549563   {187, 835, 863, 1453, 1554, 1619}
322   -74.141263    90.000000   {207, 1084, 1202, 1217, 1970, 2360}
323    22.751210   233.125745   {162, 434, 735, 1506, 1524, 1755}
324    24.556949   331.990897   {143, 1008, 1215, 2234, 2305, 2363}
325   -44.848626   157.843428   { 52, 223, 1258, 1307, 1550, 1981}
326   -82.589536   238.854013   {292, 891, 1028, 1840, 2016, 2100}
327   -36.000000   328.282526   {433, 1033, 1643, 1870, 2233, 2407}
328    48.537311   266.480936   { 84, 420, 667, 1249, 1443, 1717}
329    54.308437   168.222994   {367, 663, 1269, 1270, 1467, 2332}
330    -4.722138   203.638712   { 38, 444, 647, 1212, 1752, 2044}
331   -37.407368   312.892964   {110, 392, 1565, 1575, 1854, 2396}
332    -4.722138   156.361288   { 71, 480, 627, 1788, 2374, 2377}
333    45.000000   328.282526   {458, 689, 992, 1387, 1493, 2491}
334   -63.740652    72.675636   { 21, 113, 350, 642, 2336, 2364}
335     2.364174    11.568449   {233, 355, 442, 559, 1600, 2300}
336     2.367103   340.462398   {441, 796, 1966, 2043, 2410, 2448}
337    74.141263   270.000000   { 17, 364, 402, 1436, 1865, 2418}
338     8.716698   187.747836   { 54, 1233, 1539, 1657, 1954, 2347}
339    11.497853   317.976148   { 47, 1135, 1729, 1781, 2012, 2091}
340     9.243003    45.339297   { 51, 1672, 1843, 1904, 1949, 2394}
341   -67.321374    59.033336   { 21, 671, 832, 2199, 2364, 2476}
342   -28.975897   351.374608   {257, 673, 928, 1165, 1666, 2465}
343   -20.991460   351.893478   {257, 619, 825, 1153, 1190, 2294}
344   -34.368467   283.827387   {826, 907, 1281, 1798, 1835, 2295}
345    22.717474   104.995947   {435, 589, 678, 874, 2334, 2402}
346    61.563393   194.565630   {318, 630, 648, 1096, 1364, 1556}
347    13.808465    23.433271   {290, 601, 1354, 1595, 1691, 1859}
348   -39.388787   165.964803   {586, 713, 1696, 1792, 1981, 2344}
349    67.563727   110.179266   {145, 590, 1806, 1845, 1902, 2460}
350   -67.208225    80.192187   { 21, 334, 642, 961, 1202, 2360}
351    33.494646   172.663281   {151, 456, 465, 608, 1228, 1371}
352    37.656481   161.196501   {135, 361, 555, 800, 2124, 2288}
353    32.727897   313.770580   {430, 1058, 1596, 1838, 2028, 2506}
354   -74.549563     0.000000   { 44, 140, 661, 1446, 1972, 2316}
355     4.674852    15.450437   {335, 559, 864, 1600, 1791, 2427}
356    33.535497   245.819119   {319, 733, 915, 1645, 1681, 2173}
357   -48.541466   112.669961   {180, 481, 981, 1511, 2176, 2243}
358    27.752790     0.000000   {126, 415, 552, 1119, 1346, 1538}
359   -44.476903     6.483736   {723, 955, 1224, 1479, 1977, 2149}
360   -41.016916   350.760674   {  0, 714, 822, 865, 2193, 2279}
361    42.246331   161.988059   {352, 555, 841, 1473, 2288, 2343}
362    -3.826839    87.630685   {230, 716, 829, 1339, 2129, 2510}
363    54.000000    31.717474   {210, 453, 564, 1287, 2033, 2505}
364    71.119906   281.776449   {337, 402, 639, 1735, 1971, 2418}
365    -3.826839   272.369315   {366, 543, 1303, 1514, 1852, 2345}
366    -3.825007   276.351716   {365, 543, 721, 1367, 1852, 2251}
367    51.279291   172.546699   {329, 1188, 1270, 1631, 2146, 2332}
368    15.508486    42.955481   { 51, 224, 466, 600, 1672, 2385}
369   -40.805799   243.757556   {168, 482, 628, 1077, 1911, 1923}
370   -12.715907   352.175957   {902, 1089, 1505, 1644, 1684, 2294}
371    -3.773760    63.491356   { 63, 1407, 1431, 1512, 1646, 2532}
372    11.439750   101.283699   {471, 637, 1234, 1958, 2313, 2528}
373    31.947031   348.268343   {229, 255, 539, 1142, 1263, 1586}
374   -59.874637   105.153785   {194, 563, 567, 1151, 1351, 1928}
375     4.717474   172.326754   { 12, 998, 1453, 1619, 1732, 2309}
376     0.000000    51.853380   {  5, 674, 791, 809, 974, 2417}
377   -27.932423    59.079104   {  2, 443, 497, 1035, 1912, 2034}
378   -47.308151   142.340183   { 64, 1079, 1601, 2025, 2275, 2425}
379    -3.818978    79.630496   {277, 1776, 1822, 2129, 2530, 2555}
380    44.747402   108.801819   {490, 536, 738, 859, 1876, 2268}
381    18.815675   295.361177   {888, 1117, 1198, 1783, 2317, 2527}
382    34.893692     2.840082   {126, 415, 506, 869, 1389, 1749}
383   -19.520254    92.511542   {771, 1170, 1390, 1529, 1984, 2246}
384   -23.918316   200.660117   {417, 1380, 1520, 2077, 2130, 2545}
385   -35.587951    41.668797   {468, 1236, 1488, 1955, 2081, 2537}
386   -24.473522   216.140923   {696, 872, 1158, 1304, 1421, 2113}
387   -26.389040    72.142698   {  8, 478, 1320, 1976, 2185, 2197}
388    26.286932   292.481955   {  1, 446, 1771, 2187, 2457, 2527}
389    10.802947   130.242828   {464, 1203, 1313, 1872, 1916, 2405}
390    29.764839    50.477970   {445, 595, 1295, 1415, 2191, 2327}
391   -33.598640   152.335148   {520, 562, 655, 1888, 2026, 2073}
392   -42.037126   311.945070   {331, 424, 1565, 1722, 1854, 2508}
393    52.195993   297.214250   {581, 1235, 1264, 1497, 1830, 1875}
394    86.035316   270.000000   { 41, 238, 890, 1345, 1635, 2453}
