43    -54.000000   328.282526   {  0,  32,  88,  91,  94,  96}
44     30.000000   110.905157   { 28,  37,  67, 110, 140, 156}
45    -30.000000   110.905157   {  8,  70,  78,  79, 103, 154}
46      0.000000     0.000000   { 17,  33,  82, 135, 147, 150}
47    -59.617533    59.079104   {  1,  16,  22,  39,  77,  81}
48    -25.171262   310.500705   {  0,  64,  91, 121, 134, 158}
49     25.171262   310.500705   { 59,  73,  84, 111, 132, 160}
50     -9.349704   195.450437   {  2,  18,  42, 101, 118, 161}
51     90.000000   180.000000   { 26,  75,  97, 100, 104, 115}
52     58.282526     0.000000   { 57,  75,  89, 104, 126, 129}
53     36.000000   148.282526   {  4,  24, 110, 124, 140, 152}
54     36.000000   211.717474   {  7,  11,  27,  56,  87, 107}
55     58.282526   180.000000   { 26,  56,  87, 100, 124, 152}
56     54.000000   211.717474   { 19,  54,  55,  87, 100, 107}
57     54.000000    31.717474   { 52,  58,  75,  80, 106, 126}
58     36.000000    31.717474   { 23,  57,  76,  80,  93, 126}
59     36.000000   328.282526   { 25,  49,  89, 111, 129, 160}
60     30.000000   249.094843   { 11,  40,  61, 102, 107, 155}
61     31.717474   270.000000   { 20,  40,  60, 102, 132, 157}
62      0.000000    90.000000   {  5,  30,  37,  79, 112, 142}
63    -54.000000   211.717474   { 34,  41,  90, 114, 116, 138}
64    -18.000000   328.282526   { 48,  82,  91,  99, 121, 136}
65    -72.000000   148.282526   { 10,  34,  39, 114, 130, 137}
66     -9.349704   164.549563   { 18,  98, 118, 131, 141, 153}
67     31.717474    90.000000   { 12,  28,  37,  44, 112, 113}
68    -25.714593    16.765721   { 33, 117, 125, 133, 147, 151}
69    -15.063649   243.299389   { 38,  72,  92,  95, 120, 149}
70    -15.063649   116.700611   { 30,  45,  78,  79, 122, 145}
71     58.282526   270.000000   { 19,  20,  21, 102, 115,  -1}
72    -15.240162   260.306276   { 35,  36,  69,  92, 128, 149}
73     15.063649   296.700611   { 49,  84, 132, 143, 144, 157}
74     15.063649    63.299389   { 12,  15,  86,  93, 112, 142}
75     72.000000    31.717474   { 51,  52,  57,  97, 104, 106}
76     18.000000    31.717474   {  6,  17,  23,  58,  86,  93}
77    -43.487078    54.110245   { 13,  16,  22,  47, 119, 133}
78    -25.171262   130.500705   {  3,   8,  45,  70, 122, 131}
79    -15.240162    99.693724   {  5,  30,  45,  62,  70, 154}
80     43.487078    54.110245   { 12,  57,  58,  93, 106, 113}
81    -72.000000    31.717474   { 10,  16,  39,  47,  94,  96}
82     -9.349704   344.549563   { 46,  64,  99, 135, 136, 147}
83      9.243003   225.339297   {  2,   7,  11,  95, 120, 155}
84      9.243003   314.660703   { 49,  73, 111, 121, 136, 143}
85      9.243003   134.660703   {  4, 122, 140, 141, 145, 156}
86      9.243003    45.339297   {  6,  15,  74,  76,  93, 123}
87     43.930117   192.886967   { 27,  54,  55,  56, 124, 146}
88    -43.930117   347.113033   { 43,  91,  94,  99, 125, 151}
89     43.930117   347.113033   { 25,  52,  59, 126, 129, 148}
90    -43.930117   192.886967   { 34,  41,  63, 101, 127, 139}
91    -36.000000   328.282526   {  0,  43,  48,  64,  88,  99}
92    -30.000000   249.094843   { 35,  38,  69,  72, 108, 138}
93     25.171262    49.499295   { 12,  58,  74,  76,  80,  86}
94    -58.282526     0.000000   { 16,  43,  81,  88,  96, 125}
95      0.000000   238.282526   { 69,  83, 120, 149, 155,  -1}
96    -72.000000   328.282526   {  9,  10,  32,  43,  81,  94}
97     74.141263    90.000000   { 14,  26,  51,  75, 105, 106}
98    -25.714593   163.234279   {  3,  18,  66, 127, 131, 139}
99    -25.714593   343.234279   { 64,  82,  88,  91, 147, 151}
100    72.000000   211.717474   { 19,  26,  51,  55,  56, 115}
101   -25.714593   196.765721   { 18,  41,  42,  50,  90, 139}
102    44.591422   256.964707   { 19,  20,  60,  61,  71, 107}
103   -44.591422   103.035293   {  1,   8,  22,  45, 137, 154}
104    72.000000   328.282526   { 21,  51,  52,  75, 115, 129}
105    59.617533   120.920896   { 14,  26,  28,  97, 110, 152}
106    59.617533    59.079104   { 14,  57,  75,  80,  97, 113}
107    43.487078   234.110245   { 11,  19,  54,  56,  60, 102}
108   -44.591422   256.964707   { 29,  35,  92, 109, 116, 138}
109   -58.282526   270.000000   {  9,  29,  32, 108, 116,  -1}
110    43.487078   125.889755   { 28,  44,  53, 105, 140, 152}
111    18.000000   328.282526   { 25,  49,  59,  84, 135, 136}
112    15.240162    80.306276   { 12,  37,  62,  67,  74, 142}
113    44.591422    76.964707   { 12,  14,  28,  67,  80, 106}
114   -72.000000   211.717474   {  9,  10,  34,  63,  65, 116}
115    74.141263   270.000000   { 19,  21,  51,  71, 100, 104}
116   -59.617533   239.079104   {  9,  63, 108, 109, 114, 138}
117   -18.000000    31.717474   {  6,  33,  68, 119, 123, 133}
118     0.000000   180.000000   { 18,  31,  50,  66, 153, 161}
119   -25.171262    49.499295   { 13,  77, 117, 123, 133, 159}
120    -9.243003   225.339297   {  2,  38,  42,  69,  83,  95}
121    -9.243003   314.660703   { 48,  64,  84, 136, 143, 158}
122    -9.243003   134.660703   { 70,  78,  85, 131, 141, 145}
123    -9.243003    45.339297   {  6,  15,  86, 117, 119, 159}
124    43.930117   167.113033   { 24,  53,  55,  87, 146, 152}
125   -43.930117    12.886967   { 16,  68,  88,  94, 133, 151}
126    43.930117    12.886967   { 23,  52,  57,  58,  89, 148}
127   -43.930117   167.113033   {  3,  34,  90,  98, 130, 139}
128   -15.240162   279.693724   { 35,  36,  72, 134, 144, 158}
129    54.000000   328.282526   { 21,  52,  59,  89, 104, 160}
130   -54.000000   148.282526   {  3,   8,  34,  65, 127, 137}
131   -18.000000   148.282526   {  3,  66,  78,  98, 122, 141}
132    30.000000   290.905157   { 20,  49,  61,  73, 157, 160}
133   -36.000000    31.717474   { 16,  68,  77, 117, 119, 125}
134   -30.000000   290.905157   {  0,  29,  35,  48, 128, 158}
135     9.349704   344.549563   { 25,  46,  82, 111, 136, 150}
136     0.000000   328.282526   { 64,  82,  84, 111, 121, 135}
137   -59.617533   120.920896   {  1,   8,  39,  65, 103, 130}
138   -43.487078   234.110245   { 38,  41,  63,  92, 108, 116}
139   -31.717474   180.000000   { 18,  90,  98, 101, 127,  -1}
140    25.171262   130.500705   {  4,  44,  53,  85, 110, 156}
141     0.000000   148.282526   {  4,  66,  85, 122, 131, 153}
142     0.000000    74.141263   {  5,  15,  62,  74, 112, 159}
143     0.000000   301.717474   { 73,  84, 121, 144, 158,  -1}
144     0.000000   285.858737   { 36,  73, 128, 143, 157, 158}
145     0.000000   121.717474   { 30,  70,  85, 122, 156,  -1}
146    31.717474   180.000000   { 24,  27,  31,  87, 124,  -1}
147   -15.858737     0.000000   { 33,  46,  68,  82,  99, 151}
148    31.717474     0.000000   { 23,  25,  89, 126, 150,  -1}
149     0.000000   254.141263   { 36,  40,  69,  72,  95, 155}
150    15.858737     0.000000   { 17,  23,  25,  46, 135, 148}
151   -31.717474     0.000000   { 68,  88,  99, 125, 147,  -1}
152    54.000000   148.282526   { 26,  53,  55, 105, 110, 124}
153     9.349704   164.549563   {  4,  24,  31,  66, 118, 141}
154   -31.717474    90.000000   {  5,  13,  22,  45,  79, 103}
155    15.063649   243.299389   { 11,  40,  60,  83,  95, 149}
156    15.063649   116.700611   { 30,  37,  44,  85, 140, 145}
157    15.240162   279.693724   { 36,  40,  61,  73, 132, 144}
158   -15.063649   296.700611   { 48, 121, 128, 134, 143, 144}
159   -15.063649    63.299389   {  5,  13,  15, 119, 123, 142}
160    43.487078   305.889755   { 20,  21,  49,  59, 129, 132}
161     9.349704   195.450437   {  2,   7,  27,  31,  50, 118}
